#curie_map:
#  skos: http://www.w3.org/2004/02/skos/core#
#  semapv: https://w3id.org/semapv/vocab/
#  data_models: https://data.humantumoratlas.org/data_models/
#  htan2_data_model: https://data.humantumoratlas.org/htan2_data_model/
#  caDSR: https://cadsr.cancer.gov/onedata/dmdirect/NIH/NCI/CO/CDEDD?filter=CDEDD.ITEM_ID=
#mapping_set_id: https://github.com/ncihtan/htan-model-mappings/mappings/data_models_to_htan2_data_model/biospecimen_fields
#mapping_set_description: Biospecimen_fields-level mappings from ncihtan/data-models@v25.2.1 to ncihtan/htan2-data-model@v1.3.0
#license: https://creativecommons.org/publicdomain/zero/1.0/
#mapping_date: 2026-03-16
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	confidence	comment
data_models:Biospecimen/Method of Nucleic Acid Isolation	Method of Nucleic Acid Isolation	skos:exactMatch	htan2_data_model:BiospecimenData/METHOD_OF_NUCLEIC_ACID_ISOLATION	METHOD_OF_NUCLEIC_ACID_ISOLATION	semapv:LexicalMatching	0.9	Matched by normalized name: method_of_nucleic_acid_isolation
data_models:Biospecimen/Preservation Method	Preservation Method	skos:exactMatch	htan2_data_model:BiospecimenData/PRESERVATION_METHOD	PRESERVATION_METHOD	semapv:LexicalMatching	0.9	Matched by normalized name: preservation_method
data_models:Biospecimen/Processing Location	Processing Location	skos:exactMatch	htan2_data_model:BiospecimenData/PROCESSING_LOCATION	PROCESSING_LOCATION	semapv:LexicalMatching	0.9	Matched by normalized name: processing_location
data_models:Biospecimen/Section Number in Sequence	Section Number in Sequence	skos:exactMatch	htan2_data_model:BiospecimenData/SECTION_NUMBER_IN_SEQUENCE	SECTION_NUMBER_IN_SEQUENCE	semapv:LexicalMatching	0.9	Matched by normalized name: section_number_in_sequence
data_models:Biospecimen/Site Data Source	Site Data Source	skos:exactMatch	htan2_data_model:BiospecimenData/SITE_DATA_SOURCE	SITE_DATA_SOURCE	semapv:LexicalMatching	0.9	Matched by normalized name: site_data_source
data_models:Biospecimen/Slicing Method	Slicing Method	skos:exactMatch	htan2_data_model:BiospecimenData/SLICING_METHOD	SLICING_METHOD	semapv:LexicalMatching	0.9	Matched by normalized name: slicing_method
data_models:Biospecimen/Specimen Laterality	Specimen Laterality	skos:exactMatch	htan2_data_model:BiospecimenData/SPECIMEN_LATERALITY	SPECIMEN_LATERALITY	semapv:LexicalMatching	0.9	Matched by normalized name: specimen_laterality
data_models:Biospecimen/Collection Days from Index	Collection Days from Index	skos:closeMatch	htan2_data_model:BiospecimenData/AGE_IN_DAYS_AT_SPECIMEN_COLLECTION	AGE_IN_DAYS_AT_SPECIMEN_COLLECTION	semapv:LogicalReasoning	0.85	Both capture collection timing. HTAN2 uses age in days; HTAN1 uses days from index.
data_models:Biospecimen/Histologic Morphology Code	Histologic Morphology Code	skos:closeMatch	htan2_data_model:BiospecimenData/ICD_O_3_TISSUE_MORPHOLOGY	ICD_O_3_TISSUE_MORPHOLOGY	semapv:MappingReview	0.85	Both fields capture ICD-O-3 morphology codes but reference different caDSR IDs: source caDSR:3226275 vs target caDSR:11326261. The HTAN2 caDSR ID is a newer/updated version of the same concept. Confirmed as skos:closeMatch (not exactMatch) because the caDSR IDs differ; verified during QA review.
data_models:Biospecimen/Processing Days from Index	Processing Days from Index	skos:closeMatch	htan2_data_model:BiospecimenData/AGE_IN_DAYS_AT_SPECIMEN_PROCESSING	AGE_IN_DAYS_AT_SPECIMEN_PROCESSING	semapv:LogicalReasoning	0.85	Both capture processing timing. HTAN2 uses age in days; HTAN1 uses days from index.
data_models:Biospecimen/Sectioning Days from Index	Sectioning Days from Index	skos:closeMatch	htan2_data_model:BiospecimenData/AGE_IN_DAYS_AT_SECTIONING	AGE_IN_DAYS_AT_SECTIONING	semapv:LogicalReasoning	0.85	Both capture sectioning timing. HTAN2 uses age in days; HTAN1 uses days from index.
data_models:Biospecimen/Timepoint Label	Timepoint Label	skos:closeMatch	htan2_data_model:BiospecimenData/TIMEPOINT	TIMEPOINT	semapv:LogicalReasoning	0.85	Both capture timepoint data for specimen collection.
data_models:Biospecimen/Tumor Tissue Type	Tumor Tissue Type	skos:closeMatch	htan2_data_model:BiospecimenData/TUMOR_CLASSIFICATION	TUMOR_CLASSIFICATION	semapv:LogicalReasoning	0.85	Both classify tumor as Primary/Metastatic/Recurrent. Different caDSR IDs but same concept.
data_models:Biospecimen/Tissue Biospecimen Type	Tissue Biospecimen Type	skos:closeMatch	htan2_data_model:BiospecimenData/TISSUE_SAMPLE_TYPE	TISSUE_SAMPLE_TYPE	semapv:LogicalReasoning	0.8	Both capture tissue sample type but HTAN2 is more specific (Block/Section) while HTAN1 is broader.
data_models:Biospecimen/Biospecimen Dimension 1	Biospecimen Dimension 1	skos:closeMatch	htan2_data_model:BiospecimenData/LONGEST_DIMENSION	LONGEST_DIMENSION	semapv:MappingReview	0.7	HTAN1 uses generic numbered dimensions; HTAN2 uses named longest/shortest. Dim 1 conventionally = longest.
data_models:Biospecimen/Biospecimen Dimension 3	Biospecimen Dimension 3	skos:closeMatch	htan2_data_model:BiospecimenData/SHORTEST_DIMENSION	SHORTEST_DIMENSION	semapv:MappingReview	0.7	HTAN1 uses generic numbered dimensions; HTAN2 uses named shortest. Dim 3 conventionally = shortest.
data_models:Biospecimen/Fixative Type	Fixative Type	skos:narrowMatch	htan2_data_model:BiospecimenData/PRESERVATION_MEDIUM	PRESERVATION_MEDIUM	semapv:MappingReview	0.7	Fixative Type is a narrower concept than Preservation Medium: fixatives are one specific category of preservation media. Changed from closeMatch to narrowMatch during QA review.
data_models:Biospecimen/Ischemic Temperature	Ischemic Temperature	skos:relatedMatch	htan2_data_model:BiospecimenData/PRESERVATION_METHOD_TEMPERATURE	PRESERVATION_METHOD_TEMPERATURE	semapv:MappingReview	0.5	Ischemic temperature (pre-preservation, warm/cold ischemia) is a distinct concept from preservation method temperature (storage temperature during preservation). These fields measure temperature in different biological phases. Retained as skos:relatedMatch at 0.5 after QA review; the connection is tenuous and implementers should verify whether a mapping is appropriate for their use case.
data_models:Biospecimen/Preinvasive Morphology	Preinvasive Morphology	skos:relatedMatch	htan2_data_model:BiospecimenData/SPECIMEN_CELLULAR_ARCHITECTURE	SPECIMEN_CELLULAR_ARCHITECTURE	semapv:LogicalReasoning	0.5	Both assess cellular patterns but different scope: architecture vs preinvasive morphology.
