#curie_map:
#  skos: http://www.w3.org/2004/02/skos/core#
#  semapv: https://w3id.org/semapv/vocab/
#  data_models: https://data.humantumoratlas.org/data_models/
#  htan2_data_model: https://data.humantumoratlas.org/htan2_data_model/
#mapping_set_id: https://github.com/ncihtan/htan-model-mappings/mappings/data_models_to_htan2_data_model/clinical_unmapped_source
#mapping_set_description: HTAN Phase 1 clinical fields with no equivalent in HTAN Phase 2 (ncihtan/data-models@v25.2.1 → ncihtan/htan2-data-model@v1.3.0)
#license: https://creativecommons.org/publicdomain/zero/1.0/
#mapping_date: 2026-03-16
subject_id	subject_label	subject_source	predicate_id	object_id	object_label	mapping_justification	confidence	comment
data_models:Breast Cancer Tier 3/Breast Carcinoma Detection Method Type	Breast Carcinoma Detection Method Type	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Breast Carcinoma ER Staining Intensity	Breast Carcinoma ER Staining Intensity	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Breast Carcinoma ER Status Percentage Value	Breast Carcinoma ER Status Percentage Value	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Breast Carcinoma Estrogen Receptor Status	Breast Carcinoma Estrogen Receptor Status	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Breast Carcinoma HER2 Centromere17 Copynumber Total	Breast Carcinoma HER2 Centromere17 Copynumber Total	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Breast Carcinoma HER2 Chromosome17 Ratio	Breast Carcinoma HER2 Chromosome17 Ratio	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Breast Carcinoma HER2 Ratio Diagnosis	Breast Carcinoma HER2 Ratio Diagnosis	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Breast Carcinoma HER2 Status	Breast Carcinoma HER2 Status	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Breast Carcinoma Histology Category	Breast Carcinoma Histology Category	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Breast Carcinoma PR Staining Intensity	Breast Carcinoma PR Staining Intensity	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Breast Carcinoma PR Status Percentage Value	Breast Carcinoma PR Status Percentage Value	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Breast Carcinoma Progesteroner Receptor Status	Breast Carcinoma Progesteroner Receptor Status	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Breast Carcinoma Surgical Procedure Name	Breast Carcinoma Surgical Procedure Name	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Breast Imaging Performed Type	Breast Imaging Performed Type	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Breast Quadrant Site	Breast Quadrant Site	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/HER2 Breast Carcinoma Copy Number Total	HER2 Breast Carcinoma Copy Number Total	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Hormone Therapy Breast Cancer Prevention Indicator	Hormone Therapy Breast Cancer Prevention Indicator	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Invasive Ductal Breast Carcinoma Histologic Category	Invasive Ductal Breast Carcinoma Histologic Category	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Invasive Lobular Breast Carcinoma Histologic Category	Invasive Lobular Breast Carcinoma Histologic Category	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Mammaprint Risk Group	Mammaprint Risk Group	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Multicentric Breast Carcinoma Present Indicator	Multicentric Breast Carcinoma Present Indicator	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Multifocal Breast Carcinoma Present Indicator	Multifocal Breast Carcinoma Present Indicator	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Oncotype Risk Group	Oncotype Risk Group	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Oncotype Score	Oncotype Score	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Breast Cancer Tier 3/Prior Invasive Breast Disease	Prior Invasive Breast Disease	Breast Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Breast Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Clinical Tier 2/Cancer Incidence	Cancer Incidence	Clinical Tier 2	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Clinical Tier 2); HTAN2 does not include disease-specific tiers
data_models:Clinical Tier 2/Cancer Incidence Location	Cancer Incidence Location	Clinical Tier 2	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Clinical Tier 2); HTAN2 does not include disease-specific tiers
data_models:Clinical Tier 2/Country of Birth	Country of Birth	Clinical Tier 2	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Clinical Tier 2); HTAN2 does not include disease-specific tiers
data_models:Clinical Tier 2/Education Level	Education Level	Clinical Tier 2	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Clinical Tier 2); HTAN2 does not include disease-specific tiers
data_models:Clinical Tier 2/Medically Underserved Area	Medically Underserved Area	Clinical Tier 2	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Clinical Tier 2); HTAN2 does not include disease-specific tiers
data_models:Clinical Tier 2/Medically Underserved Area - No	Medically Underserved Area - No	Clinical Tier 2	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Clinical Tier 2); HTAN2 does not include disease-specific tiers
data_models:Clinical Tier 2/Medically Underserved Area - Unknown	Medically Underserved Area - Unknown	Clinical Tier 2	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Clinical Tier 2); HTAN2 does not include disease-specific tiers
data_models:Clinical Tier 2/Medically Underserved Area - Yes	Medically Underserved Area - Yes	Clinical Tier 2	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Clinical Tier 2); HTAN2 does not include disease-specific tiers
data_models:Clinical Tier 2/Medically Underserved Score	Medically Underserved Score	Clinical Tier 2	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Clinical Tier 2); HTAN2 does not include disease-specific tiers
data_models:Clinical Tier 2/Rural vs Urban	Rural vs Urban	Clinical Tier 2	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Clinical Tier 2); HTAN2 does not include disease-specific tiers
data_models:Colorectal Cancer Tier 3/Colon Polyp Occurence Indicator	Colon Polyp Occurence Indicator	Colorectal Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Colorectal Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Colorectal Cancer Tier 3/Colorectal Cancer Detection Method Type	Colorectal Cancer Detection Method Type	Colorectal Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Colorectal Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Colorectal Cancer Tier 3/Colorectal Cancer KRAS Indicator	Colorectal Cancer KRAS Indicator	Colorectal Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Colorectal Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Colorectal Cancer Tier 3/Colorectal Cancer Tumor Border Configuration	Colorectal Cancer Tumor Border Configuration	Colorectal Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Colorectal Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Colorectal Cancer Tier 3/Colorectal Polyp Adenoma Type	Colorectal Polyp Adenoma Type	Colorectal Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Colorectal Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Colorectal Cancer Tier 3/Colorectal Polyp Count	Colorectal Polyp Count	Colorectal Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Colorectal Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Colorectal Cancer Tier 3/Colorectal Polyp New Indicator	Colorectal Polyp New Indicator	Colorectal Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Colorectal Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Colorectal Cancer Tier 3/Colorectal Polyp Shape	Colorectal Polyp Shape	Colorectal Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Colorectal Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Colorectal Cancer Tier 3/Colorectal Polyp Type	Colorectal Polyp Type	Colorectal Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Colorectal Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Colorectal Cancer Tier 3/Family Colon Cancer History Indicator	Family Colon Cancer History Indicator	Colorectal Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Colorectal Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Colorectal Cancer Tier 3/Family History Colorectal Polyp	Family History Colorectal Polyp	Colorectal Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Colorectal Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Colorectal Cancer Tier 3/Family Medical History Colorectal Polyp Diagnosis	Family Medical History Colorectal Polyp Diagnosis	Colorectal Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Colorectal Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Colorectal Cancer Tier 3/History of Prior Colon Polyps	History of Prior Colon Polyps	Colorectal Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Colorectal Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Colorectal Cancer Tier 3/Immediate Family History Endometrial Cancer	Immediate Family History Endometrial Cancer	Colorectal Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Colorectal Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Colorectal Cancer Tier 3/Immediate Family History Ovarian Cancer	Immediate Family History Ovarian Cancer	Colorectal Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Colorectal Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Colorectal Cancer Tier 3/MLH1 Promoter Methylation Status	MLH1 Promoter Methylation Status	Colorectal Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Colorectal Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Colorectal Cancer Tier 3/Patient Colonoscopy Performed Indicator	Patient Colonoscopy Performed Indicator	Colorectal Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Colorectal Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Colorectal Cancer Tier 3/Patient Inflammatory Bowel Disease Personal Medica History	Patient Inflammatory Bowel Disease Personal Medica History	Colorectal Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Colorectal Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Colorectal Cancer Tier 3/Size of Polyp Removed	Size of Polyp Removed	Colorectal Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Colorectal Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Demographics/Age Is Obfuscated	Age Is Obfuscated	Demographics	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Demographics/Country of Residence	Country of Residence	Demographics	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Demographics/Days to Birth	Days to Birth	Demographics	skos:noMappingFound			semapv:LogicalReasoning	0.0	HTAN1 uses days-from-index-date pattern; HTAN2 uses age-in-days pattern with different fields
data_models:Demographics/Days to Death	Days to Death	Demographics	skos:noMappingFound			semapv:LogicalReasoning	0.0	HTAN1 uses days-from-index-date pattern; HTAN2 uses age-in-days pattern with different fields
data_models:Demographics/Dead	Dead	Demographics	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Demographics/Occupation Duration Years	Occupation Duration Years	Demographics	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Demographics/Premature At Birth	Premature At Birth	Demographics	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Demographics/Weeks Gestation at Birth	Weeks Gestation at Birth	Demographics	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Demographics/Year Of Birth	Year Of Birth	Demographics	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Demographics/Year of Death	Year of Death	Demographics	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/AJCC Clinical Stage	AJCC Clinical Stage	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/AJCC Pathologic M	AJCC Pathologic M	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/AJCC Pathologic N	AJCC Pathologic N	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/AJCC Pathologic Stage	AJCC Pathologic Stage	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/AJCC Pathologic T	AJCC Pathologic T	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Additional Topography	Additional Topography	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Anaplasia Present	Anaplasia Present	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Anaplasia Present Type	Anaplasia Present Type	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Best Overall Response	Best Overall Response	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Breslow Thickness	Breslow Thickness	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Cog Neuroblastoma Risk Group	Cog Neuroblastoma Risk Group	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Cog Rhabdomyosarcoma Risk Group	Cog Rhabdomyosarcoma Risk Group	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Days to Diagnosis	Days to Diagnosis	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	HTAN1 uses days-from-index-date pattern; HTAN2 uses age-in-days pattern with different fields
data_models:Diagnosis/Days to Last Follow up	Days to Last Follow up	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	HTAN1 uses days-from-index-date pattern; HTAN2 uses age-in-days pattern with different fields
data_models:Diagnosis/Days to Progression	Days to Progression	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	HTAN1 uses days-from-index-date pattern; HTAN2 uses age-in-days pattern with different fields
data_models:Diagnosis/Days to Progression Free	Days to Progression Free	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	HTAN1 uses days-from-index-date pattern; HTAN2 uses age-in-days pattern with different fields
data_models:Diagnosis/Extent of Tumor Resection	Extent of Tumor Resection	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/First Symptom Prior to Diagnosis	First Symptom Prior to Diagnosis	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Gleason Grade Group	Gleason Grade Group	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Gleason Grade Tertiary	Gleason Grade Tertiary	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Gleason Patterns Percent	Gleason Patterns Percent	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Greatest Tumor Dimension	Greatest Tumor Dimension	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Gross Tumor Weight	Gross Tumor Weight	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/IGCCCG Stage	IGCCCG Stage	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/INPC Grade	INPC Grade	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/INPC Histologic Group	INPC Histologic Group	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/INRG Stage	INRG Stage	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/INSS Stage	INSS Stage	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/IRS Group	IRS Group	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/IRS Stage	IRS Stage	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/ISS Stage	ISS Stage	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/International Prognostic Index	International Prognostic Index	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Laterality	Laterality	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Lymph Node Involved Site	Lymph Node Involved Site	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Lymph Nodes Positive	Lymph Nodes Positive	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Lymph Nodes Tested	Lymph Nodes Tested	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Lymphatic Invasion Present	Lymphatic Invasion Present	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Margin Distance	Margin Distance	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Margins Involved Site	Margins Involved Site	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Medulloblastoma Molecular Classification	Medulloblastoma Molecular Classification	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Metastasis at Diagnosis Site	Metastasis at Diagnosis Site	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Micropapillary Features	Micropapillary Features	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Mitosis Karyorrhexis Index	Mitosis Karyorrhexis Index	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Mitotic Count	Mitotic Count	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Mode of Cancer Detection	Mode of Cancer Detection	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Morphology	Morphology	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
